university,degree,median_entry_salary
"University of the West of England, Bristol",Bachelor's Degree,33250.000853918464
"University of the West of England, Bristol",Master of Science (MS),33999.99957304077
"University of the West of England, Bristol",Bachelor of Engineering (BEng / BE),30339.11057068382
"University of the West of England, Bristol",Master of Arts (MA),34859.99961301435
"University of the West of England, Bristol",Master of Engineering (MEng / ME),31100.38273152177
"University of the West of England, Bristol",Bachelor of Business Studies (BBS),25999.999359561156
"University of the West of England, Bristol","Master of Engineering (MEng / ME), Mechanical Engineering (ME)",29399.999085998024
"University of the West of England, Bristol",Bachelor of Arts and Science (BASc),27964.28597378326
University of Ulster,Bachelor of Science (BS / BSc),25616.112047219405
University of Ulster,Bachelor of Arts (BA),25895.546320607362
University of Ulster,Bachelor of Engineering (BEng / BE),27988.078115751006
University of Ulster,Master of Science (MS),25434.120444167344
University of Ulster,Bachelor of Design (BDes),17639.379174991052
University of Ulster,Bachelor's Degree,38881.998715706635
University of Ulster,Master of Computer Science (MCS),27000.00085391846
University of Ulster,Doctor of Philosophy (PhD),26486.795669250936
University of Ulster,Bachelor of Business Studies (BBS),27454.000479902174
University of Ulster,Bachelor of Business (BB),26250.0
University of Ulster,Graduate Certificate,19883.999446660837
University of Ulster,Master of Arts (MA),23899.999316865233
University of Ulster,Master of Management (MMgt / MM),27500.0
University of Ulster,Master of Business Administration (MBA),70000.0
University of Ulster,Bachelor of Accountancy (BAcc),17999.99914608154
University of Ulster,"Master of Business Administration (MBA), Business & Marketing",35000.0
University of Ulster,Bachelor of Social Work (BSW / BSocW),24172.00009905454
University of Ulster,Associate's Degree,28999.999573040768
University of Ulster,Bachelor of Humanities (BHum),22907.918957346505
University of Ulster,Bachelor of Fine Arts (BFA),17246.376701738067
University of Ulster,"Bachelor of Science (BS / BSc), Computer Science (CS)",38881.998715706635
University of Ulster,Master of Engineering (MEng / ME),29124.999359561156
University of Ulster,Master of Human Services (MHS),22956.522008703938
University of Warwick,Bachelor of Science (BS / BSc),36975.97997252719
University of Warwick,Bachelor of Arts (BA),32117.308228311475
University of Warwick,Master of Science (MS),34941.14117646822
University of Warwick,Bachelor of Engineering (BEng / BE),41485.91823744192
University of Warwick,Master of Arts (MA),31499.999573040914
University of Warwick,Master of Engineering (MEng / ME),35225.662896819114
University of Warwick,Doctor of Philosophy (PhD),35294.44520311682
University of Warwick,Bachelor's Degree,30000.0
University of Warwick,"Master of Business Administration (MBA), Strategy",93590.33683804052
University of Warwick,Master of Business Administration (MBA),72500.0
University of Warwick,Master of Computer Science (MCS),31861.688607868426
University of Warwick,Master of Mechanical Engineering (MME),41500.00170783692
University of Warwick,Doctorate (PhD),40000.0
University of Warwick,"Master of Business Administration (MBA), Finance",60199.16962275398
University of Warwick,"Master of Business Administration (MBA), Accounting & Finance",44249.999146081536
University of Westminster,Bachelor of Arts (BA),28725.607158705803
University of Westminster,Bachelor of Science (BS / BSc),32731.326750101034
University of Westminster,Master of Science (MS),31990.642103426497
University of Westminster,Master of Arts (MA),30931.73611929796
University of Westminster,Bachelor of Business Administration (BBA),28440.269121798814
University of Westminster,Bachelor's Degree,30260.618517681687
University of Westminster,Master of Computer Science (MCS),32500.0
University of Westminster,Bachelor of Engineering (BEng / BE),41546.368447230874
University of Westminster,Bachelor of Business (BB),23638.746395518956
University of Westminster,Master of Journalism (MJ),25000.0
University of Westminster,Bachelor of Business Studies (BBS),29069.2075447304
University of Westminster,Higher National Diploma (HND),40000.0
University of Westminster,"Executive Masters of Business Administration (Exec MBA), Business Management",29096.908119366803
University of Westminster,Master of Management (MMgt / MM),30967.74233534165
University of Westminster,Master of Regional Planning (MRP),44499.999786520384
University of Westminster,"Certificate (Cert), Psychology & Sociology",35492.95691644502
University of Westminster,Master of Business Administration (MBA),50749.999786520384
University of Westminster,"Executive Masters of Business Administration (Exec MBA), Strategy",44250.000213479616
University of Westminster,"Master of Business Administration (MBA), Business Administration",46999.99871912231
University of Westminster,"Bachelor of Arts (BA), Business Management",29491.52520295126
University of Westminster,Post Graduate Certificate,39300.000341567385
